Model,Price,Rating,Specs,Company,Spec_Score
Samsung QEF1 43 inch Ultra HD 4K Smart QLED TV (QA43QEF1AULXL),"₹35,990",4.65,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,55
Acer V Pro 43 inch Ultra HD 4K Smart QLED TV (AR43QDQGR2851AD),"₹51,999",4.6,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,55
TCL V4C 32 inch HD Ready Smart QLED TV (32V4C),"₹14,990",4,"32 in, QLED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 16 W Output1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 1 USB Ports",amazon,38
iFFALCON S55 32 inch HD Ready Smart LED TV (32S55),"₹13,999",4.4,"32 in, LED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 16 W OutputCA55x4 @1.1GHz Processor, 1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 1 USB Ports",flipkart,35
Thomson Alpha 40 inch Full HD Smart QLED TV (40AlphaQ060),"₹13,999",4.3,"40 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV36 W OutputA35 x 4 Processor, 512 MB RAM, 4 GB Storage3 HDMI Ports, 2 USB Ports178 ° Viewing Angle",flipkart,35
Thomson Alpha 32 inch HD Ready Smart QLED TV (32AlphaQ019),"₹9,149",4,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV36 W OutputA35 x 4 Processor, 512 MB RAM, 4 GB Storage3 HDMI Ports, 2 USB Ports178 ° Viewing Angle",flipkart,31
Uniboom ULTIMA 43 inch Full HD Smart LED TV (43S-ULTIMA),"₹13,990",4.05,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV30 W Output2 HDMI Ports, 2 USB Ports178 ° Viewing AngleSupports Apps & Games",flipkart,35
Uniboom ULTIMA 32 inch HD Ready LED TV (32N-ULTIMA),"₹7,090",4.7,"32 in, LED TV1366 x 768 pixelsSmart TV: No30 W Output2 HDMI Ports, 2 USB Ports178 ° Viewing Angle60 Hz, 16:9 Ratio",flipkart,21
Infinix Y1V 40 inch Full HD Smart LED TV (40Y1V),"₹13,499",4.25,"40 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV16 W OutputQuad Core Processor, 512 MB RAM, 4 GB Storage2 HDMI Ports, 2 USB Ports178 ° Viewing Angle",flipkart,36
Croma CREL055UGC024604 55 inch Ultra HD 4K Smart LED TV,"₹35,990",4.05,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputQuad Core Processor, 2 GB RAM, 16 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",croma,47
Onida 43UZI 43 inch Ultra HD 4K Smart LED TV,"₹22,872",4,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",flipkart,43
LG LR65 32 inch HD Ready Smart LED TV (32LR656BPSA),"₹20,035",4.6,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR2 HDMI Ports, 1 USB PortsSupports Apps & Games",flipkart,38
Onida NEXG Series 32 inch HD Ready Smart QLED TV (QZ32HI),"₹12,999",4.55,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1.5 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,40
Toshiba M550NP 65 inch Ultra HD 4K Smart QLED TV (65M550NP),"₹49,999",4.75,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV49 W Output16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,66
Toshiba M550NP 55 inch Ultra HD 4K Smart QLED TV (55M550NP),"₹37,999",4.55,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV49 W Output16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,63
TCL X955 115 inch Ultra HD 4K Smart QD Mini LED TV (115X955 Max),"₹26,99,999",4.65,"115 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV120 W Output3 GB RAM, 64 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 3 USB Ports",flipkart,92
Black+Decker Series 1 50 inch Ultra HD 4K Smart LED TV (BXTVGU50UD2875ATIN),"₹29,999",4.05,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,54
Lloyd 43FS411F 43 inch Full HD Smart LED TV,"₹22,849",4.2,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 HDMI Ports, 2 USB PortsSupports Apps & GamesScreen Mirroring",flipkart,37
Croma CREL032HGC024604 32 inch HD Ready Smart LED TV,"₹8,994",4.55,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputQuad Core Processor, 1.5 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",croma,35
Reliance RW43GD8676UHD 43 inch Ultra HD 4K Smart LED TV,"₹22,990",4,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputA53 Processor, 2 GB RAM, 16 GB Storage3 HDMI Ports, 2 USB Ports178 ° Viewing Angle",flipkart,43
Infinix 55GU1Q 55 inch Ultra HD 4K Smart QLED TV,"₹26,999",4.1,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 40 W OutputQUAD Core Processor Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,55
Acer Super Series 65 inch Ultra HD 4K Smart QLED TV (AR65QDXGU2875AT),"₹71,039",4.75,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,69
Acer M Series 75 inch Ultra HD 4K Smart QLED TV (AR75UDMGR2885AT),"₹99,999",4.35,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W OutputQuad Core Processor, 3 GB RAM, 32 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 2 USB Ports",amazon,76
Foxsky FS65GATV 65 inch Ultra HD 4K Smart QLED TV,"₹41,999",4.35,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)2 HDMI Ports, 2 USB Ports",amazon,66
Foxsky FS75GATV 75 inch Ultra HD 4K Smart QLED TV,"₹69,999",4.5,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)2 HDMI Ports, 2 USB Ports",amazon,70
Reliance RGT55GT8724UHD 55 inch Ultra HD 4K Smart QLED TV,"₹29,910",4.7,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputQuad-Core CPU, GPU Processor, 1.5 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",flipkart,51
Vu Masterpiece Frame Series 2025 65 inch Ultra HD 4K Smart QLED TV (65MASTERPIECE),"₹65,490",4.65,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV6 Speakers, 124 W Output3 GB RAM, 16 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 2 USB Ports",amazon,74
Foxsky 50FS 50 inch Ultra HD 4K Smart QLED TV,"₹24,999",4.55,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 30 W OutputQuad-Core Processor ProcessorHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,55
Foxsky 55FS 55 inch Ultra HD 4K Smart QLED TV,"₹27,999",4.45,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 30 W OutputQuad-Core Processor ProcessorHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,55
Samsung QNX1D 55 inch Ultra HD 4K Smart QLED TV (QA55QNX1DAULXL),"₹74,990",4.6,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",amazon,67
Hisense E43N 43 inch Full HD Smart LED TV (43E43N),"₹24,990",4.5,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output8 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,41
Acer V Pro Series 32 inch HD Ready Smart QLED TV (AR32QDXGU2841AT),"₹15,399",4.3,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output1.5 GB RAM, 16 GB StorageHDR2 HDMI Ports, 2 USB Ports",flipkart,41
Acer Super Series 55 inch Ultra HD 4K Smart QLED TV (AR55QDXGU2875AT),"₹37,999",4.1,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,63
Acer Super Series 50 inch Ultra HD 4K Smart QLED TV (AR50QDXGU2875AT),"₹32,499",4.1,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,62
Vu GloLED 2025 Edition 50 inch Ultra HD 4K Smart LED TV (50GLOLED25),"₹27,699",4.6,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output1.5 GHz VuOn Processor Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,55
Vu GloLED 2025 Edition 43 inch Ultra HD 4K Smart LED TV (43GLOLED25),"₹28,990",4.35,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output1.5 GHz VuOn Processor Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,53
Hisense E43N 32 inch HD Ready Smart LED TV (32E43N),"₹11,999",4.2,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output8 GB Storage3 HDMI Ports, 2 USB Ports178 ° Viewing Angle",amazon,36
Xiaomi Mi X Pro 2024 65 inch Ultra HD 4K Smart QLED TV (L65MA-SIN),"₹70,999",4.6,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputCortex A55 Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,68
Realme TechLife CineSonic 55 inch Ultra HD 4K Smart LED TV (55UHDGDRWSXP),"₹24,999",4.3,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 40 W OutputMediaTek Processor, 2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,48
Realme TechLife CineSonic 50 inch Ultra HD 4K Smart LED TV (50UHDGDRWSXP),"₹24,399",4.75,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputMediaTek Processor, 2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,46
Realme TechLife CineSonic Q 65 inch Ultra HD 4K Smart QLED TV (65UHDGQRWSGQ),"₹37,799",4.25,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 44 W OutputMediaTek Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,57
Xiaomi X Series 2024 Edition 55 inch Ultra HD 4K Smart LED TV (L55MA-AIN),"₹34,099",4.4,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputQuad core Cortex A55 Processor, 2 GB RAM, 8 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,52
Infinix Y1S 32 inch HD Ready Smart LED TV (32Y1S),"₹8,399",4.05,"31.89 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 16 W OutputQuad-Core A35 x 4 Processor, 512 MB RAM, 4 GB Storage2 HDMI Ports, 1 USB Ports178 ° Viewing Angle",flipkart,31
Samsung DUE80 55 inch Ultra HD 4K Smart LED TV (UA55DUE80AKLXL),"₹45,990",4.2,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 2 USB PortsUltra Slim",amazon,54
Sony Bravia 8 Series 65 inch Ultra HD 4K Smart OLED TV (K-65XR80),"₹2,80,990",4.4,"65 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV4 Speakers, 40 W Output32 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB Ports",croma,85
Sony Bravia 9 Series 75 inch Ultra HD 4K Smart Mini LED TV (K-75XR90),"₹3,56,990",4.3,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV50 W Output32 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB Ports",amazon,84
Sony Bravia 9 Series 85 inch Ultra HD 4K Smart Mini LED TV (K-85XR90),"₹4,69,990",4.35,"85 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV50 W Output32 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB Ports",amazon,86
Wobble UD Series 32 inch HD Ready Smart LED TV (WB32GTAW9216HDFL),"₹13,999",4.25,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",amazon,37
Sony Bravia 3 S30 50 inch Ultra HD 4K Smart LED TV (K-50S30),"₹72,699",4.65,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR, Dolby Vision4 HDMI Ports, 2 USB Ports",flipkart,62
Sony Bravia 3 S30B 75 inch Ultra HD 4K Smart LED TV (K-75S30B),"₹1,40,990",4.75,"75 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR, Dolby Vision4 HDMI Ports, 2 USB Ports",amazon,70
Hisense U6N Pro 65 inch Ultra HD 4K Smart QLED TV (65U6N Pro),"₹59,999",4.65,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,66
Kodak Matrix 32 inch HD Ready Smart QLED TV (32MT5077),"₹10,499",4.55,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV48 W Output1 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,42
Haier LE43K800GT 43 inch Full HD Smart LED TV,"₹47,378",4.65,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1.5 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,43
Thomson Phoenix 32 inch HD Ready Smart QLED TV (Q32H1111),"₹10,499",4.3,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 48 W OutputRealTek ARM Cortex A55 Processor, 1 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,40
Sony Bravia 3 S30B 55 inch Ultra HD 4K Smart LED TV (K-55S30B),"₹75,990",4.1,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR, Dolby Vision4 HDMI Ports, 2 USB Ports",amazon,61
Sony W825 32 inch HD Ready LED TV (KD-32W825),"₹28,990",4.25,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR3 HDMI Ports, 2 USB Ports",amazon,42
Hisense E6N 65 inch Ultra HD 4K Smart LED TV (65E6N),"₹43,999",4.6,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,58
Sony Bravia KD-32W835 32 inch HD Ready Smart LED TV,"₹28,490",4.6,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR3 HDMI Ports, 2 USB Ports",amazon,40
Sony Bravia 2 S25 50 inch Ultra HD 4K Smart LED TV (50S25),"₹48,999",4.5,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,53
Sony Bravia 7 Series 65 inch Ultra HD 4K Smart Mini LED TV (K-65XR70),"₹2,06,990",4.7,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV4 Speakers, 40 W Output32 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB Ports",flipkart,81
Samsung DU9000 98 inch Ultra HD 4K Smart LED TV (UA98DU9000UXXL),"₹2,71,890",4.2,"98 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",croma,74
Hisense E68N 55 inch Ultra HD 4K Smart QLED TV (55E68N),"₹32,265",4.65,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,59
Toshiba C450NP 85 inch Ultra HD 4K Smart QLED TV (85C450NP),"₹1,28,999",4.5,"85 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 36 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Audio, Dolby Atmos",amazon,76
Hisense E6N 43 inch Ultra HD 4K Smart LED TV (43E6N),"₹22,999",4.35,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,53
Croma CREL024HBB024603 24 inch HD Ready LED TV,"₹5,990",4,"24 in, LED TV1366 x 768 pixelsSmart TV: No2 Speakers, 12 W Output1 HDMI Ports, 2 USB Ports60 Hz, 16:9 Ratio",croma,18
Croma CREL075UGC024602 75 inch Ultra HD 4K smart QLED TV,"₹64,994",4.5,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",croma,59
Hisense Q6N 65 inch Ultra HD 4K Smart QLED TV (65Q6N),"₹52,910",4.4,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,67
Redmi Fire TV 2024 32 inch HD Ready Smart LED TV (L32MA- FVIN),"₹13,999",4.3,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 HDMI Ports, 2 USB PortsDolby AudioSupports Apps & Games",croma,32
Hisense Q6N 75 inch Ultra HD 4K Smart QLED TV (75Q6N),"₹85,250",4,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputMT9603EAATAC ProcessorHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 2 USB Ports",flipkart,74
iFFALCON S44 32 inch HD Ready Smart LED TV (iFF32S44),"₹19,990",4.5,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 16 W Output64 bit Quad-Core Processor Processor, 1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 1 USB Ports",flipkart,37
Samsung QE1D 55 inch Ultra HD 4K Smart QLED TV (QA55QE1DAULXL),"₹56,990",4.35,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsUltra Slim",croma,57
Toshiba C450M 55 inch Ultra HD 4K Smart QLED TV (55C450ME),"₹39,599",4.75,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputMT9602 ProcessorHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",croma,62
Sony Bravia 2 S25B 65 inch Ultra HD 4K Smart LED TV (K-65S25B),"₹69,999",4.25,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,62
TCL C655 65 inch Ultra HD 4K Smart QLED TV (65C655),"₹1,66,990",4.65,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 1 USB Ports",flipkart,65
LG UT8040 65 inch Ultra HD 4K Smart LED TV (65UT80406LA),"₹64,494",4.35,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",croma,55
LG UT8040 55 inch Ultra HD 4K Smart LED TV (55UT80406LA),"₹42,994",4.25,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",croma,52
TCL C655 55 inch Ultra HD 4K Smart QLED TV (55C655),"₹1,21,990",4.6,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 1 USB Ports",flipkart,58
LG Evo C4 65 inch Ultra HD 4K Smart OLED TV (OLED65C4PUA),"₹1,69,999",4.15,"65 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV40 W OutputHDR, Dolby Vision4 HDMI Ports, 3 USB PortsDolby Atmos",flipkart,81
TCL P71B Pro 75 inch Ultra HD 4K Smart QLED TV (75P71B Pro),"₹1,19,999",4.55,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV35 W OutputAiPQ Processor Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 2 USB Ports",flipkart,66
Motorola Envision X Spectra 65 inch Ultra HD 4K Smart Mini LED TV (65UHDGQMWKRQ),"₹55,998",4.75,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,61
TCL S5500 32 inch Full HD Smart LED TV (32S5500AF),"₹11,990",4.55,"32 in, LED TVFull HD, 1920 x 1080 pixelsWifiSmart TV2 Speakers, 24 W Output1 GB RAM, 8 GB Storage2 HDMI Ports, 1 USB Ports178 ° Viewing Angle",croma,35
Motorola Envision X Spectra 55 inch Ultra HD 4K Smart Mini LED TV (55UHDGMMWKRQ),"₹35,499",4.35,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,58
TCL V6B 50 inch Ultra HD 4K Smart LED TV (50V6B),"₹26,199",4.3,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 1 USB Ports",croma,52
TCL C69B 55 inch Ultra HD Smart QLED TV (55C69B),"₹34,999",4.75,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputAiPQ Processor Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 1 USB Ports",flipkart,60
Samsung Neo QN800D 75 inch Ultra HD 8K Smart QLED TV (QA75QN800DUXXL),"₹7,19,990",4.65,"75 in, QLED TV8K Resolution, 7680 x 4320 pixelsWifi, EthernetSmart TV70 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 3 USB PortsDolby Atmos",amazon,84
Samsung The Frame LS03D 50 inch Ultra HD 4K Smart QLED TV (Q505LS03DAULXL),"₹75,499",4.4,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV40 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,66
Samsung DU7000 65 inch Ultra HD 4K Smart LED TV (UA65DU7000KLXL),"₹69,990",4,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",flipkart,57
Samsung S95D 77 inch Ultra HD 4K Smart OLED TV (QA77S95DAULXL),"₹4,99,990",4.3,"77 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV70 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 3 USB PortsDolby Atmos",amazon,85
Samsung DUE70 65 inch Ultra HD 4K Smart LED TV (UA65DUE70BKLXL),"₹57,990",4.05,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,55
Samsung DUE76 50 inch Ultra HD 4K Smart TV (UA50DUE76AKLXL),"₹37,999",4.55,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputCrystal Processor 4K Processor, 2 GB RAM, 8 GB StorageHDR3 HDMI Ports, 1 USB Ports",flipkart,55
